NUMERO_CASO,NUMERO_BANCO,NOME_BANCO,NUMERO_AGENCIA,NUMERO_CONTA,TIPO,NOME_TITULAR,CPF_CNPJ_TITULAR,DESCRICAO_LANCAMENTO,CNAB,DATA_LANCAMENTO,NUMERO_DOCUMENTO,NUMERO_DOCUMENTO_TRANSACAO,LOCAL_TRANSACAO,VALOR_TRANSACAO,NATUREZA_LANCAMENTO,VALOR_SALDO,NATUREZA_SALDO,CPF_CNPJ_OD,NOME_PESSOA_OD,TIPO_PESSOA_OD,NUMERO_BANCO_OD,NUMERO_AGENCIA_OD,NUMERO_CONTA_OD,OBSERVACAO
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TRANSFERENCIA DE SALDO,104,06/11/2009,315500500,315500500,,"79,24",D,0,C,XXXXn,,,1,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,REMUNERACAO SOBRE ACOES,210,25/05/2010,101440900015175,101440900015175,,"125,47",C,"125,47",C,XXXX1279067000079,MAC FRITZ-CARLOS PARTICIPACOES,2.0,1,9868,59195.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,25/05/2010,851451102703923,851451102703923,,20,D,"105,47",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,25/05/2010,851451102723715,851451102723715,,20,D,"85,47",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,25/05/2010,851451102745829,851451102745829,,20,D,"65,47",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,25/05/2010,851451102770248,851451102770248,,20,D,"45,47",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,25/05/2010,851451102795616,851451102795616,,20,D,"25,47",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,25/05/2010,851451102821798,851451102821798,,20,D,"5,47",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,25/05/2010,851451102850640,851451102850640,,"5,47",D,0,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,CREDITO CFE. INSTRUCOES,205,04/06/2010,101530800049411,101530800049411,,"83,19",C,"83,19",C,XXXX2016216500090,BAMM BAMM RUBBLE PARTICIPACOES,2.0,1,9868,66433.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,MOVIMENTO DO DIA,104,04/06/2010,861551103988648,861551103988648,,30,D,"53,19",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,04/06/2010,871551100453757,871551100453757,,"14,53",D,"38,66",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,04/06/2010,871551100494666,871551100494666,,20,D,"18,66",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,DEPOSITO BLOQUEAD.20DIAS UTEIS,205,21/06/2010,11001364835018,11001364835018,,"18,66",*,"18,66",C,XXXXn,,,1,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TRANSFERENCIA,117,21/06/2010,11001364835018,11001364835018,,"18,66",D,0,C,XXXXn,,,1,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,DESBLOQUEIO DE DEPOSITO,201,23/06/2010,18450001,18450001,,"18,66",C,"18,66",C,XXXXn,,,1,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TRANSFERENCIA DE SALDO,104,23/06/2010,315500500,315500500,,"18,66",D,0,C,XXXXn,,,1,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,REMUNERACAO SOBRE ACOES,210,06/05/2011,101251000056584,101251000056584,,"30,15",C,"30,15",C,XXXX1279067000079,MAC FRITZ-CARLOS PARTICIPACOES,2.0,1,9868,59195.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,06/05/2011,841260901382990,841260901382990,,20,D,"10,15",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,06/05/2011,841260901420424,841260901420424,,"10,15",D,0,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,REMUNERACAO SOBRE ACOES,210,08/05/2012,101281100037603,101281100037603,,"105,76",C,"105,76",C,XXXX38267882000071,JUDY JETSON S.A.,2.0,1,3070,56782.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,08/05/2012,821290904228349,821290904228349,,"21,9",D,"83,86",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,14/05/2012,861351103019616,861351103019616,,"16,59",D,"67,27",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,14/05/2012,861351103019649,861351103019649,,20,D,"47,27",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,14/05/2012,861351103019683,861351103019683,,20,D,"27,27",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,14/05/2012,861351103019720,861351103019720,,20,D,"7,27",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,14/05/2012,861351103019851,861351103019851,,"7,27",D,0,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,CREDITO CFE. INSTRUCOES,205,21/08/2012,112330100001197,112330100001197,,"17,16",C,"17,16",C,XXXX38267882000071,JUDY JETSON S.A.,2.0,1,3070,56782.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,21/08/2012,842340901254343,842340901254343,,"17,16",D,0,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,CREDITO CFE. INSTRUCOES,205,27/08/2012,102371200029380,102371200029380,,"25,5",C,"25,5",C,XXXX38267882000071,JUDY JETSON S.A.,2.0,1,3070,56782.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,REMUNERACAO SOBRE ACOES,210,27/08/2012,102371200029380,102371200029380,,"26,3",C,"51,8",C,XXXX38267882000071,JUDY JETSON S.A.,2.0,1,3070,56782.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,27/08/2012,842400701798568,842400701798568,,"4,74",D,"47,06",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,27/08/2012,842400701818700,842400701818700,,"21,9",D,"25,16",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,27/08/2012,842400701841662,842400701841662,,"21,9",D,"3,26",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,MOVIMENTO DO DIA,104,27/08/2012,842400701947275,842400701947275,,"3,26",D,0,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,DESBLOQUEIO DE DEPOSITO,201,23/11/2012,16060001,16060001,,"55,2",C,"55,2",C,XXXXn,,,1,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TRANSFERENCIA DE SALDO,104,23/11/2012,315500500,315500500,,"55,2",D,0,C,XXXXn,,,1,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,REMUNERACAO SOBRE ACOES,210,28/03/2013,100860900011210,100860900011210,,"43,4",C,"43,4",C,XXXX38267882000071,JUDY JETSON S.A.,2.0,1,3070,56782.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,28/03/2013,860870802076559,860870802076559,,"21,9",D,"21,5",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,28/03/2013,860870802095815,860870802095815,,"21,5",D,0,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,CREDITO CFE. INSTRUCOES,205,01/04/2013,100870900045873,100870900045873,,"8,41",C,"8,41",C,XXXX38267882000071,JUDY JETSON S.A.,2.0,1,3070,56782.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,01/04/2013,860910802554999,860910802554999,,"0,4",D,"8,01",C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,01/04/2013,860910802575443,860910802575443,,"8,01",D,0,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,REMUNERACAO SOBRE ACOES,210,11/10/2013,112826500001068,112826500001068,,"25,9",C,"25,9",C,XXXX38267882000071,JUDY JETSON S.A.,2.0,1,3070,56782.0,PAGAMENTO DE RENDIMENTOS
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,11/10/2013,822840800791754,822840800791754,,"21,9",D,4,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,1,Banco do Brasil,929,59137,1,ASTRONALFAS SA ASTRONOMIA,11223397000199,TARIFA DE MANUTENCAO DE CONTA,105,11/10/2013,832840800396093,832840800396093,,4,D,0,C,XXXXn,,,0,0,0.0,
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,CRED TED,209,10/05/2010,341,341,,84000,C,84000,C,XXXX5370307500054,BIGPAW KWAME LTDA,,341,3839,505387.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: 79971188200014159344154 HISTORICO: 79971188200014159344154
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,TRX ELETR,117,10/05/2010,160654,160654,,84000,D,0,C,XXXX4113662500056,PEBBLES FLINTSTONE LTDA,2.0,104,3306,3000008252.0,
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,CRED TED,209,11/05/2010,1,1,,20000,C,20000,C,XXXX3530501500092,FUZZY LUMPKINS,,1,719,19571.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: HISTORICO: CC
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,CRED TED,209,11/05/2010,1,1,,8600,C,28600,C,XXXX32726976500075,WILLY MERILEE LTDA,,1,3417,388554.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: 0000038077700003 HISTORICO: 00000000000000 00000000000000
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,CRED TED,209,11/05/2010,237,237,,35000,C,63600,C,XXXX5389516000095,POPS SCRAMBLES PRESENTES,,237,423,946383.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: HISTORICO:
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,CRED TED,209,11/05/2010,341,341,,50000,C,113600,C,XXXX5370307500054,BIGPAW KWAME LTDA,,341,3839,505387.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: 79972515100001259344154 HISTORICO: 79972515100001259344154
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,CRED TED,209,11/05/2010,341,341,,51000,C,164600,C,XXXX5370307500054,BIGPAW KWAME LTDA,,341,3839,505387.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: 79972515100002059344154 HISTORICO: 79972515100002059344154
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,CRED TED,209,11/05/2010,341,341,,30000,C,194600,C,XXXX3022926500063,BOWLHEAD BURT PRESENTES,,341,37,738729.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: HISTORICO:
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,CRED TED,209,11/05/2010,341,341,,32000,C,226600,C,XXXX3022926500063,BOWLHEAD BURT PRESENTES,,341,37,738729.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: HISTORICO:
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,TRX ELETR,213,11/05/2010,46907,46907,,83000,C,309600,C,XXXX4113662500056,PEBBLES FLINTSTONE LTDA,2.0,104,3306,3000008252.0,
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,TRX ELETR,117,11/05/2010,71579,71579,,209400,D,100200,C,XXXX4113662500056,PEBBLES FLINTSTONE LTDA,2.0,104,3306,3000008252.0,
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,ENVIO TED,120,11/05/2010,103858,103858,,100000,D,200,C,XXXX34625619500065,SPENCER COGSWELL LTDA,,44,4,8213701.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: LABOGEN S/A HISTORICO:
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,DOC/TED IN,105,11/05/2010,103858,103858,,"7,5",D,"192,5",C,XXXXn,,,0,0,,TARIFA/RENDIMENTO/IMPOSTO
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,TAR CADAST,105,11/05/2010,54,54,,"28,5",D,164,C,XXXXn,,,0,0,,TARIFA/RENDIMENTO/IMPOSTO
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,TRX ELETR,213,12/05/2010,43872,43872,,100000,C,100164,C,XXXX4113662500056,PEBBLES FLINTSTONE LTDA,2.0,104,3306,3000008252.0,
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,DOC ELET E,120,12/05/2010,10046,10046,,2000,D,98164,C,XXXX4771477000054,MRS. ESCROW PRESENTES,,237,500,704529.0,
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,DOC ELET E,120,12/05/2010,10462,10462,,500,D,97664,C,XXXX4771477000054,MRS. ESCROW PRESENTES,,237,500,704529.0,
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,PAG FONE,112,12/05/2010,208562,208562,,"119,04",D,"97544,96",C,XXXXn,,,0,0,,PGTOS DIVERSOS
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,PAG FONE,112,12/05/2010,209607,209607,,"53,43",D,"97491,53",C,XXXXn,,,0,0,,PGTOS DIVERSOS
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,TRX ELETR,117,12/05/2010,69419,69419,,130,D,"97361,53",C,XXXX4113662500056,PEBBLES FLINTSTONE LTDA,2.0,104,3306,3000008252.0,
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,ENVIO TED,120,12/05/2010,103417,103417,,17000,D,"80361,53",C,XXXX1856143000063,ELVIS SHINER,,237,500,688379.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: LABOGEN S/A HISTORICO:
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,ENVIO TED,120,12/05/2010,103499,103499,,"79114,68",D,"1246,85",C,XXXX34625619500065,CHOMP-CHOMP HIM LTDA,,44,4,8213701.0,FINALIDADE TRANSF..: 00010 CREDITO EM CONTA COD. IDENT. TRANSF.: LABOGEN S/A HISTORICO:
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,DOC/TED INT,105,12/05/2010,10046,10046,,"7,5",D,"1239,35",C,XXXXn,,,0,0,,TARIFA/RENDIMENTO/IMPOSTO
001-MPF-000000-00,104,CAIXA ECONOMICA FEDERAL,3306,63333,1,ASTRONALFAS S A ASTONOMIA E TECNO,11223397000199,DOC/TED INT,105,12/05/2010,10462,10462,,"7,5",D,"1231,85",C,XXXXn,,,0,0,,TARIFA/RENDIMENTO/IMPOSTO
